ward,year,category,location,cost
15,2012,Street Light Arterial,6558 S MARSHFIELD AVE Install Pole for Police camera,3500.0
15,2012,Street Light Residential,ON 64 FROM S KEDZIE AV (3200 W) TO S HOMAN AV (3400,128000.0
15,2012,Street Light Residential,ON WINCHESTER FROM W 63 ST (6300 S) TO W MARQUETTE,256000.0
15,2012,Street Light Residential,ON WOOD FROM W 63 ST (6300 S) TO W MARQUETTE RD,275000.0
15,2012,Street Light Residential,ON ARTESIAN FROM W 60 ST (6000 S) TO W 63 ST (6300 S),192000.0
15,2012,Street Light Residential,ON PAULINA FROM W 59 ST (5900 S) TO W 61 ST (6100 S),128000.0
15,2012,Street Light Residential,ON HONORE FROM W 59 ST (5900 S) TO W GARFIELD BV,266000.0
15,2012,High Definition Camera,6558 S. Marshfield,22500.0
15,2012,High Definition Camera,5701 S. Winchester,20000.0
16,2012,Alley Resurfacing,S BISHOP ST & S LAFLIN ST & W GARFIELD BLVD & W 56TH,32408.0
16,2012,Alley Resurfacing,S DAMEN AVE & S WINCHESTER AVE & W GARFIELD BLVD,32810.0
16,2012,Alley Resurfacing,W 59TH ST & S PEORIA ST & S GREEN ST & W 60TH ST,32813.0
16,2012,Alley Resurfacing,S THROOP ST & S ELIZABETH ST & W 57TH ST & W 56TH ST,40154.0
16,2012,Alley Resurfacing,W GARFIELD BLVD & S RACINE AVE & S MAY ST & W 56TH,38627.0
16,2012,Alley Resurfacing,S MAY ST & S RACINE AVE & W 65TH ST & W 64TH ST,41419.0
16,2012,Alley Speed Hump,S ALBANY AVE & S TROY ST & W 60TH ST & W 61ST ST,1400.0
16,2012,Alley Speed Hump,S ELIZABETH ST & S THROOP ST & W 56TH ST & W 57TH ST,1400.0
16,2012,Curb & Gutter,ON W 49TH PL FROM S LOOMIS BV (1400 W) TO S LAFLIN ST,14995.0
16,2012,Miscellaneous Other,"Flower baskets- 63rd St., Halsted to Morgan",47200.0
16,2012,Sidewalk,ON S ARTESIAN AVE FROM W 58 ST (5800 S) TO W 59 ST,43790.0
16,2012,Sidewalk,ON W 58TH ST FROM S ROCKWELL ST (2600 W) TO S,1506.0
16,2012,Sidewalk,ON W 58TH ST FROM S JUSTINE ST (1532 W) TO S LAFLIN ST,1778.0
16,2012,Sidewalk,ON S WHIPPLE ST FROM W 60 ST (6000 S) TO W 61 ST (6100 S),3633.0
16,2012,Sidewalk,ON S MAY ST FROM W GARFIELD BV (5500 S) TO W 56 ST,6649.0
16,2012,Sidewalk,ON S CAMPBELL AVE FROM W 56 ST (5600 S) TO W 57 ST,3078.0
16,2012,Sidewalk,ON S FRANCISCO AVE FROM W 56 ST (5600 S) TO W 57 ST,2015.0
16,2012,Sidewalk,ON S ALBANY AVE FROM W 60TH ST (6000 S) TO W 61ST ST,3648.0
16,2012,Sidewalk,ON S ROCKWELL ST FROM W 58 ST (5800 S) TO W 59 ST (5900,4960.0
16,2012,Sidewalk,ON S CAMPBELL AVE FROM W 59 ST (5900 S) TO W 60 ST,80241.0
16,2012,Sidewalk,ON W 50TH ST FROM S BISHOP ST (1432 W) TO S ASHLAND,38790.0
16,2012,Sidewalk,ON W 60TH PL FROM S HOMAN AV (3400 W) TO S ST LOUIS,18270.0
16,2012,Sidewalk,ON S HOYNE AVE FROM W 49 PL (4932 S) TO W 50 ST (5000 S),2792.0
16,2012,Sidewalk,ON W 53RD PL FROM S HOYNE AVE (2100 W) TO S,12322.0
16,2012,Street Cul-de-Sac,ON S MAY ST FROM 5158 S TO W 52 ST (5200 S),39419.0
16,2012,Street Resurfacing,ON S THROOP ST FROM W 50 ST (5000 S) TO W 51 ST (5100 S),61576.0
16,2012,Street Resurfacing,ON S SEELEY AVE FROM W 50 ST (5000 S) TO W 51 ST (5100 S),41855.0
16,2012,Street Resurfacing,ON S ABERDEEN ST FROM W 59 ST (5900 S) TO W 61 ST (6100,107214.0
16,2012,Street Resurfacing,ON S MAPLEWOOD AVE FROM W 57 ST (5700 S) TO W 58 ST,65821.0
16,2012,Street Resurfacing,ON S MAPLEWOOD AVE FROM W 58 ST (5800 S) TO W 59 ST,43535.0
16,2012,Street Resurfacing,ON S GREEN ST FROM W 65 ST (6500 S) TO W 66 ST (6600 S),53824.0
16,2012,Street Resurfacing,ON W 49TH PL FROM S LOOMIS BV (1400 W) TO S LAFLIN ST,42644.0
16,2012,Street Resurfacing,ON S FAIRFIELD AVE FROM W 55 ST (5500 S) TO W 56 ST,68295.0
16,2012,Street Resurfacing,ON S SEELEY AVE FROM W 52 PL (5244 S) TO W 53 ST (5300 S),9373.0
16,2012,Street Speed Hump,ON W 50TH ST FROM S HOYNE AV (2100 W) TO S LEAVITT ST,3700.0
16,2012,Street Speed Hump,ON S ADA ST FROM W 56 ST (5600 S) TO W 57 ST (5700 S),1850.0
16,2012,Street Speed Hump,ON N LAWNDALE AVE FROM W POTOMAC AVE (1300 N) TO,7400.0
16,2012,Street Speed Hump,ON W 52ND PL FROM S HOYNE AV (2100 W) TO Dead End,3700.0
16,2012,Street Speed Hump,ON S MAY ST FROM W 63 ST (6300 S) TO W 64 ST (6400 S),3700.0
16,2012,Street Speed Hump,ON W MCLEAN AVE FROM N ST LOUIS AVE (3500 W) TO N,1850.0
16,2012,Street Light Residential,ON SEELEY FROM W 53 PL (5332 S) TO W GARFIELD BV,106000.0
16,2012,Street Light Upgrade,6932 S JUSTINE ST,192.0
16,2012,Street Light Upgrade,6034 S THROOP ST,350.0
16,2012,Street Light Upgrade,6058 S THROOP ST,350.0
16,2012,Chicago Park District,Micek Playground-5311 S.Hamilton,150000.0
17,2012,Curb & Gutter,ON S OAKLEY AVE FROM W 70 ST (7000 S) TO W 71 ST (7100,27324.0
17,2012,Curb & Gutter,ON S YALE AVE FROM W 80 ST (8000 S) TO W 81 ST (8100 S),110271.0
17,2012,Curb & Gutter,ON S SANGAMON ST FROM W 79 ST (7900 S) TO W 80 ST (8000,20452.0
17,2012,Sidewalk,ON S HOYNE AVE FROM W 71 ST (7100 S) TO W 72 ST (7200 S),68736.0
17,2012,Sidewalk,ON S OAKLEY AVE FROM W MARQUETTE RD (6700 S) TO W,32526.0
17,2012,Sidewalk,ON S EGGLESTON AVE FROM W WINNECONA SOUTH PW,35003.0
17,2012,Street Resurfacing,ON W 80TH ST FROM S NORMAL AV (500 W) TO S HALSTED,266375.0
17,2012,Street Resurfacing,ON S CLAREMONT AVE FROM W MARQUETTE RD (6700 S),107290.0
17,2012,Street Resurfacing,ON S BELL AVE FROM W MARQUETTE RD (6700 S) TO W 70,121523.0
17,2012,Street Speed Hump,ON S CARPENTER ST FROM W 72 ST (7200 S) TO W 73 ST,3700.0
17,2012,Street Speed Hump,ON S PEORIA ST FROM W 69 ST (6900 S) TO W 70 ST (7000 S),3700.0
17,2012,Street Speed Hump,ON S SANGAMON ST FROM W 69 ST (6900 S) TO W 70 ST (7000,3700.0
17,2012,Street Speed Hump,ON S MAY ST FROM W 72 ST (7200 S) TO W 73 ST (7300 S),3700.0
17,2012,Street Speed Hump,ON S WOOD ST FROM W 76 ST (7600 S) TO W 77 ST (7700 S),3700.0
17,2012,Street Light Residential,ON EMERALD FROM W 73 ST (7300 S) TO W 76 ST (7600 S),128000.0
17,2012,Street Light Residential,ON WOOD FROM W 69 ST (6900 S) TO W 71 ST (7100 S),128000.0
17,2012,Street Light Residential,ON 74 FROM S RACINE AV (1200 W) TO S ADA ST (1316 W),128000.0
17,2012,Street Light Residential,ON EGGLESTON FROM W 77 ST (7700 S) TO W 79 ST (7900 S),128000.0
18,2012,Alley Resurfacing,W 86TH ST & W 87TH ST & S KOMENSKY AVE & S KARLOV,19373.0
18,2012,Alley Speed Hump,S CLAREMONT AVE & S OAKLEY AVE & W 81ST ST & W,700.0
18,2012,Alley Speed Hump,S MAPLEWOOD AVE & S TALMAN AVE & W 82ND PL & W,700.0
18,2012,Alley Speed Hump,W 87TH ST & S KARLOV AVE&W 86TH ST & S KEDVALE,546.0
18,2012,Alley Speed Hump,W 75TH ST & W 76TH ST & S CENTRAL PARK AVE & S ST,700.0
18,2012,Curb & Gutter,ON S HOYNE AVE FROM W 78 ST (7800 S) TO W 77 ST (7700 S),12877.0
18,2012,Curb & Gutter,ON W 82ND PL FROM S SPRINGFIELD AV (3900 W) TO S,89182.0
18,2012,Curb & Gutter,ON W 85TH ST FROM S DAMEN AV (2000 W) TO Dead End,7147.0
18,2012,Curb & Gutter,ON W 79TH PL FROM S MAPLEWOOD AV (2532 W) TO S,5596.0
18,2012,Curb & Gutter,ON S BELL AVE FROM W 71 ST (7100 S) TO W 72 ST (7200 S),9518.0
18,2012,Curb & Gutter,ON S WINCHESTER AVE FROM Dead End (7552 S) TO W 76 ST,47292.0
18,2012,Miscellaneous Other,W 77TH ST & S WESTERN AVE pavement markings,480.0
18,2012,Sidewalk,8600 S KOMENSKY AVE,3485.0
18,2012,Sidewalk,ON S CHRISTIANA AVE FROM W 79 ST (7900 S) TO W,55413.0
18,2012,Sidewalk,ON W 81ST ST FROM Dead End (3652 W) TO S LAWNDALE AV,53535.0
18,2012,Sidewalk,ON S TALMAN AVE FROM W 81 PL (8132 S) TO W 82 ST (8200,33546.0
18,2012,Sidewalk,8001 Francisco,1576.0
18,2012,Sidewalk,ON W 84TH PL FROM Dead End (3652 W) TO S ST LOUIS AV,74699.0
18,2012,Sidewalk,ON W 80TH PL FROM S ST LOUIS AV (3500 W) TO S CENTRAL,68529.0
18,2012,Sidewalk,ON W 84TH ST FROM Dead End (3633 W) TO S ST LOUIS AV,60560.0
18,2012,Street Resurfacing,ON W 82ND ST FROM S ARTESIAN AV (2432 W) TO S,26366.0
18,2012,Street Resurfacing,ON W 84TH PL FROM S CALIFORNIA AV (2800 W) TO S,68266.0
18,2012,Street Resurfacing,ON W 85TH PL FROM S CHRISTIANA AV (3337 W) TO Dead,56769.0
18,2012,Street Resurfacing,ON W 83RD PL FROM S LAWNDALE AV (3700 W) TO S,35846.0
18,2012,Street Resurfacing,ON S ROCKWELL ST FROM W 86 PL (8642 S) TO W 87 ST (8700,29079.0
18,2012,Street Resurfacing,ON S RICHMOND ST FROM W 81 ST (8100 S) TO W 82 ST (8200,37571.0
18,2012,Street Resurfacing,ON S ARTESIAN AVE FROM W 81 ST (8100 S) TO W 82 ST,39135.0
18,2012,Street Resurfacing,ON S MAPLEWOOD AVE FROM W 81 ST (8100 S) TO W 82 ST,40645.0
18,2012,Street Resurfacing,ON W 83RD PL FROM S WASHTENAW AV (2700 W) TO S,4680.0
18,2012,Street Resurfacing,ON S CAMPBELL AVE FROM W 80 ST (8000 S) TO W 81 ST,39038.0
18,2012,Street Speed Hump,ON W 85TH PL FROM S CENTRAL PARK AV (3600 W) TO S,3700.0
18,2012,Street Speed Hump,ON W 82ND ST FROM S DAMEN AV (2000 W) TO S HOYNE AV,3700.0
18,2012,Street Speed Hump,ON W 85TH ST FROM S CENTRAL PARK AV (3600 W) TO S,3700.0
18,2012,Street Speed Hump,ON W 85TH ST FROM S LAWNDALE AV (3700 W) TO S,3700.0
18,2012,Street Light Residential,ON CALIFORNIA FROM W 84 ST (8381 S) TO W 85 ST (8461 S),72000.0
18,2012,Street Light Residential,ON CALIFORNIA FROM W 83 ST (8300 S) TO W 84 ST (8381 S),72000.0
18,2012,Street Light Residential,ON ARTESIAN FROM W 71 ST (7100 S) TO W 73 ST (7300 S),94000.0
18,2012,Street Light Residential,ON CALIFORNIA FROM W 85 ST (8500 S) TO W 86 ST (8614 S),72000.0
18,2012,Street Light Residential,ON CALIFORNIA FROM W 86 ST (8614 S) TO W 87 ST (8700 S),72000.0
18,2012,Street Light Upgrade,8227 S ARTESIAN AVE,350.0
19,2012,Sidewalk,ON W 111TH ST FROM S LAWNDALE AV (3700 W) TO S,4335.0
19,2012,Street Resurfacing,ON W EDMAIRE ST FROM S HALE AV (2006 W) TO S,48882.0
19,2012,Street Resurfacing,ON S DAMEN AVE FROM W 90 ST (9000 S) TO W 91 ST (9100 S),57253.0
19,2012,Street Resurfacing,ON S LEAVITT ST FROM W 93 ST (9300 S) TO W 94 ST (9400 S),54391.0
19,2012,Street Resurfacing,ON S BELL AVE FROM W 101 ST (10100 S) TO W 102 ST (10200,42172.0
19,2012,Street Resurfacing,ON S WINCHESTER AVE FROM W 97 ST (9700 S) TO W 98 ST,58110.0
19,2012,Street Resurfacing,ON S AVERS AVE FROM W 103 ST (10300 S) TO Dead End,31017.0
19,2012,Street Resurfacing,ON W 93RD ST FROM S DAMEN AV (2010 W) TO S HAMILTON,82536.0
19,2012,Street Resurfacing,ON W 113TH PL FROM S BELL AV (2223 W) TO S OAKLEY AV,49436.0
19,2012,Street Resurfacing,ON S MAPLEWOOD AVE FROM W 116 ST (11600 S) TO W 117,84454.0
19,2012,Street Resurfacing,ON W 102ND PL FROM S PROSPECT AV (1560 W) TO S,52250.0
19,2012,Street Resurfacing,ON S BELL AVE FROM W 117 PL (11717 S) TO W 118 ST (11755,32535.0
19,2012,Street Resurfacing,ON S BELL AVE FROM W 102 ST (10200 S) TO W 103 ST (10300,39466.0
19,2012,Street Resurfacing,ON S CLAREMONT AVE FROM W 100 ST (10000 S) TO W 101,54654.0
19,2012,Street Resurfacing,ON S CHURCH ST FROM W 104 ST (10400 S) TO W 105 ST,50827.0
19,2012,Street Resurfacing,ON W 103RD ST FROM S TALMAN AV (2632 W) TO S TALMAN,26568.0
19,2012,Street Resurfacing,ON S WHIPPLE ST FROM W 107 ST (10700 S) TO W 108 ST,67046.0
19,2012,Street Resurfacing,ON S LONGWOOD DR FROM W 103 ST (10300 S) TO W 105 ST,92017.0
19,2012,Street Resurfacing,ON W MONTVALE AVE FROM S HERMOSA AV (1872 W) TO S,46567.0
19,2012,Street Resurfacing,ON W 101ST ST FROM S WOOD ST (1800 W) TO S WALDEN,18114.0
19,2012,Street Resurfacing,ON S CENTRAL PARK AVE FROM W 111 ST (11100 S) TO W,66758.0
19,2012,Street Resurfacing,ON S HOYNE AVE FROM W 96 ST (9600 S) TO W 98 ST (9800 S),71512.0
19,2012,Street Resurfacing,ON S LEAVITT ST FROM W 99 ST (9900 S) TO W 101 ST (10100,72748.0
19,2012,Street Resurfacing,ON S TROY ST FROM W 106 ST (10600 S) TO W 107 ST (10700,42676.0
19,2012,Street Resurfacing,ON W 110TH ST FROM S HOYNE AV (2107 W) TO S BELL AV,39555.0
19,2012,Street Speed Hump,ON W 115TH ST FROM S LONGWOOD DR (2111 W) TO S,3700.0
19,2012,Street Speed Hump,ON W 105TH ST FROM S TALMAN AVE (2650 W) TO S,1850.0
19,2012,Street Light Upgrade,2551 W 110TH PL,350.0
19,2012,Street Light Upgrade,10420 S LEAVITT ST,350.0
19,2012,Miscellaneous Other,Edna White Garden,20000.0
19,2012,Miscellaneous Other,Tree planting -2037 W. 108th Pl,515.0
20,2012,Alley Resurfacing,E 63RD ST & E 64TH ST & S UNIVERSITY AVE & S,28027.0
20,2012,Alley Speed Hump,S NORMAL AVE & S PARNELL AVE & W 64TH ST & W 65TH,1400.0
20,2012,Alley Speed Hump,S PEORIA ST & W 50TH PL&S MORGAN ST & W 51ST ST,1400.0
20,2012,Curb & Gutter,ON E 61ST ST FROM S ST LAWRENCE AV (600 E) TO S,8192.0
20,2012,Miscellaneous Other,ON 62 FROM S EBERHART AV (500 E) TO S CHAMPLAIN AV,193.0
20,2012,Sidewalk,ON S JUSTINE ST FROM W 49 ST (4900 S) TO W 50 ST (5000 S),53357.0
20,2012,Sidewalk,ON E 63RD ST FROM S UNIVERSITY AV (1138 E) TO S,51326.0
20,2012,Sidewalk,ON S WOODLAWN AVE FROM E 61 ST (6100 S) TO E 62 ST,40858.0
20,2012,Sidewalk,ON S LAFLIN ST FROM W 47 ST (4700 S) TO W 49 ST (4900 S),83232.0
20,2012,Sidewalk,ON S CALUMET AVE FROM E 59 ST (5900 S) TO E 60 ST (6000,67716.0
20,2012,Sidewalk,ON E 65TH ST FROM S WOODLAWN AV (1200 E) TO S,13734.0
20,2012,Sidewalk,ON E 68TH ST FROM S ST LAWRENCE AV (600 E) TO S ST,7855.0
20,2012,Sidewalk,ON CALUMET FROM E 58 ST (5800 S) TO E 59 ST (5900 S),5018.0
20,2012,Sidewalk,ON 63 FROM S UNIVERSITY AV (1122 E) TO S WOODLAWN,3978.0
20,2012,Sidewalk,ON LAFLIN FROM W 87 ST (8700 S) TO W 89 (S) ST(8908 S),3794.0
20,2012,Sidewalk,ON S NORMAL BLVD FROM W 60 ST (6000 S) TO W 61 ST,39458.0
20,2012,Sidewalk,ON E 65TH ST FROM S CHAMPLAIN AV (634 E) TO S ST,10877.0
20,2012,Sidewalk,ON S BLACKSTONE AVE FROM E 61 ST (6100 S) TO E 61 PL,7275.0
20,2012,Sidewalk,ON S WOODLAWN AVE FROM E 62 ST (6200 S) TO E 63 ST,57784.0
20,2012,Sidewalk,ON S HERMITAGE AVE FROM W 48 ST (4800 S) TO W 49 ST,19247.0
20,2012,Sidewalk,ON WOODLAWN FROM E 61 ST (6100 S) TO E 62 ST (6200 S),4240.0
20,2012,Sidewalk,ON S CALUMET AVE FROM E 58 ST (5800 S) TO E 59 ST (5900,62538.0
20,2012,Sidewalk,ON S RHODES AVE FROM E MARQUETTE RD (6600 S) TO E 67,31239.0
20,2012,Sidewalk,ON DORCHESTER FROM E 64 ST (6400 S) TO E 65 ST (6500 S),13065.0
20,2012,Street Resurfacing,ON S EBERHART AVE FROM E 60 ST (6000 S) TO E 61 ST (6100,36786.0
20,2012,Street Resurfacing,ON S LANGLEY AVE FROM E 62 ST (6200 S) TO E 63 ST (6300,49310.0
20,2012,Street Resurfacing,ON E 66TH ST FROM S WABASH AV (38 E) TO S INDIANA AV,50810.0
20,2012,Street Resurfacing,ON W 56TH ST FROM S HALSTED ST (800 W) TO S GREEN ST,37803.0
20,2012,Street Resurfacing,ON S RHODES AVE FROM E MARQUETTE RD (6600 S) TO E 67,54107.0
20,2012,Street Resurfacing,ON S PRAIRIE AVE FROM Dead End (6675 S) TO E,24464.0
20,2012,Street Resurfacing,ON W 61ST ST FROM S PRINCETON AV (300 W) TO S,47794.0
20,2012,Street Resurfacing,ON E 64TH ST FROM S KENWOOD AV (1320 E) TO S,49015.0
20,2012,Street Resurfacing,ON S SANGAMON ST FROM W 52 ST (5200 S) TO W 53 ST (5301,71666.0
20,2012,Street Resurfacing,ON S DORCHESTER AVE FROM E 64 ST (6400 S) TO E 65 ST,51920.0
20,2012,Street Resurfacing,ON E 65TH ST FROM DR. MARTIN LUTHER KING JR. DR (400,16190.0
20,2012,Street Resurfacing,ON W 57TH PL FROM S STATE ST (0 E) TO S PERRY AV (100,36652.0
20,2012,Street Resurfacing,ON S PERRY AVE FROM W 57 PL (5738 S) TO W 59 ST (5900 S),56424.0
20,2012,Street Speed Hump,ON S EVANS AVE FROM E 64 ST (6400 S) TO E 65 ST (6500 S),3700.0
20,2012,Street Speed Hump,ON W 65TH ST FROM S NORMAL BV (500 W) TO S PARNELL,1850.0
20,2012,Street Speed Hump,ON S MARSHFIELD AVE FROM W 47 ST (4700 S) TO W 48 ST,2844.0
20,2012,Street Speed Hump,ON E 62ND ST FROM DR. MARTIN LUTHER KING JR. DR (400,14800.0
20,2012,Street Speed Hump,ON S RHODES AVE FROM E 63 ST (6300 S) TO E 64 ST (6400 S),3700.0
20,2012,Street Speed Hump,ON E 66TH ST FROM S WABASH AV (38 E) TO S INDIANA AV,5550.0
20,2012,Street Speed Hump,ON W 53RD PL FROM S HALSTED ST (800 W) TO S PEORIA ST,3700.0
20,2012,Street Speed Hump,ON S BISHOP ST FROM W 47 ST (4700 S) TO W 49 ST (4900 S),7400.0
20,2012,Floodlight,5634 S MICHIGAN AVE,500.0
20,2012,Street Light Residential,ON KIMBARK FROM E 61 ST (6100 S) TO E MARQUETTE RD,12800.0
20,2012,Street Light Residential,ON DREXEL FROM E 65 ST (6500 S) TO E 67 ST (6700 S),44800.0
20,2012,Street Light Residential,ON KENWOOD FROM E 61 ST (6100 S) TO E 64 ST (6400 S),19200.0
21,2012,Alley Apron,ON W 96TH ST FROM 1254 W TO S THROOP ST (1300 W),13777.0
21,2012,Alley Resurfacing,S HALSTED ST & S GREEN ST & W 90TH ST & W 91ST ST,6774.0
21,2012,Alley Resurfacing,W 95TH PL & W 95TH ST & S RACINE AVE & N THROOP ST,26558.0
21,2012,Curb & Gutter,ON S EMERALD AVE FROM W 88 ST (8800 S) TO W 89 ST (8900,100155.0
21,2012,Curb & Gutter,ON W 86TH ST FROM S MORGAN ST (1000 W) TO S,2236.0
21,2012,Curb & Gutter,ON S UNION AVE FROM S VINCENNES AV (8552 S) TO W 86,18768.0
21,2012,Curb & Gutter,ON W 84TH ST FROM S JUSTINE ST (1522 W) TO S ASHLAND,9325.0
21,2012,Curb & Gutter,ON S YALE AVE FROM W 98 ST (9800 S) TO Dead End (8150 S),19486.0
21,2012,Curb & Gutter,ON S THROOP ST FROM W 96 ST (9604 S) TO W 95 ST (9500 S),53405.0
21,2012,Sidewalk,ON S BISHOP ST FROM W 85 ST (8500 S) TO W 86 ST (8600 S),2559.0
21,2012,Sidewalk,ON W 86TH PL FROM S SUMMIT AV (832 W) TO S,41876.0
21,2012,Sidewalk,ON S THROOP ST FROM W 96 ST (9604 S) TO W 95 PL (9532 S),27007.0
21,2012,Sidewalk,ON W 95TH ST FROM S RACINE AV (1200 W) TO S RACINE AV,57400.0
21,2012,Sidewalk,ON W 93RD ST FROM S MAY ST (1132 W) TO S RACINE AV,34203.0
21,2012,Sidewalk,ON W 95TH ST FROM S ADA ST (1332 W) TO S THROOP ST,6758.0
21,2012,Sidewalk,ON S ABERDEEN ST FROM W 93 ST (9300 S) TO W 93 ST (9300,4028.0
21,2012,Sidewalk,ON W 86TH ST FROM S LOWE AV (632 W) TO S UNION AV,16294.0
21,2012,Sidewalk,ON S MAY ST FROM W 93 ST (9300 S) TO W 93 ST (9300 S),7141.0
21,2012,Sidewalk,ON S VINCENNES AVE FROM W 87 ST (8700 S) TO W 88 ST,20195.0
21,2012,Sidewalk,ON S WALLACE ST FROM W 91 ST (9100 S) TO W 91 ST (9100,3787.0
21,2012,Sidewalk,ON S MAY ST FROM W 94 ST (9400 S) TO W 95 ST (9500 S),76628.0
21,2012,Sidewalk,ON S NORMAL AVE FROM W 90 ST (9000 S) TO Dead End (9014,29406.0
21,2012,Sidewalk,ON S LOWE AVE FROM W 94 ST (9400 S) TO W 95 ST (9500 S),51263.0
21,2012,Street Resurfacing,ON S MAY ST FROM W 91 ST (9100 S) TO W 92 ST (9200 S),60848.0
21,2012,Street Resurfacing,ON W 91ST ST FROM S LAFLIN ST (1500 W) TO S JUSTINE ST,48106.0
21,2012,Street Resurfacing,ON W 94TH ST FROM S BISHOP ST (1432 W) TO S LOOMIS ST,18971.0
21,2012,Street Resurfacing,ON W 94TH ST FROM S LOWE AV (632 W) TO S EMERALD AV,69913.0
21,2012,Street Resurfacing,ON S MAY ST FROM W 94 ST (9400 S) TO W 95 ST (9500 S),53288.0
21,2012,Street Resurfacing,ON S PAULINA ST FROM W 91 ST (9100 S) TO W 92 ST (9200 S),88550.0
21,2012,Street Resurfacing,ON W 88TH ST FROM S HALSTED ST (800 W) TO S HALSTED,40029.0
21,2012,Street Resurfacing,ON S PEORIA ST FROM W 94 ST (9406 S) TO W 95 ST (9500 S),66327.0
21,2012,Street Resurfacing,ON W 84TH ST FROM S HALSTED ST (800 W) TO S GREEN ST,41704.0
21,2012,Street Resurfacing,ON W 91ST PL FROM S PAULINA ST (1700 W) TO S BEVERLY,17394.0
21,2012,Street Resurfacing,ON S LA SALLE ST FROM W 83 ST (8300 S) TO W 84 ST (8400,45815.0
21,2012,Street Resurfacing,ON W 97TH ST FROM S HALSTED ST (800 W) TO S,128927.0
21,2012,Street Speed Hump,ON S LOWE AVE FROM W 94 ST (9400 S) TO W 95 ST (9500 S),3700.0
21,2012,Street Speed Hump,ON W 95TH PL FROM S RACINE AV (1200 W) TO S THROOP ST,3700.0
21,2012,Street Speed Hump,ON W 88TH ST FROM S VINCENNES AV (907 W) TO S,3700.0
22,2012,Sidewalk,ON W 31ST ST FROM S KILDARE AV (4300 W) TO S KILDARE,43175.0
22,2012,Sidewalk,ON S RIDGEWAY AVE FROM W 25 ST (2500 S) TO W 26 ST,16074.0
22,2012,Sidewalk,ON S KILDARE AVE FROM W 25 PL (2532 S) TO W 26 ST (2600,7180.0
22,2012,Street Resurfacing,ON S CHRISTIANA AVE FROM W 23 ST (2300 S) TO W 24 ST,63091.0
22,2012,Street Resurfacing,ON S SPRINGFIELD AVE FROM W 28 ST (2800 S) TO W 31 ST,111620.0
22,2012,Street Resurfacing,ON S KOLIN AVE FROM W CERMAK RD (2200 S) TO W,16190.0
22,2012,Street Resurfacing,ON S AVERS AVE FROM W CERMAK RD (2200 S) TO Dead End,55543.0
22,2012,Street Resurfacing,ON W 33RD ST FROM S LAWNDALE AV (3700 W) TO S,64739.0
22,2012,Street Resurfacing,ON W 33RD ST FROM S KARLOV AV (4100 W) TO S KEELER,28380.0
22,2012,Street Speed Hump,ON S TRUMBULL AVE FROM W 24 ST (2400 S) TO W 25 ST,3700.0
22,2012,Street Speed Hump,ON S SPRINGFIELD AVE FROM W 26 ST (2600 S) TO W 27 ST,3700.0
22,2012,Street Speed Hump,ON S TRUMBULL AVE FROM W 28 ST (2800 S) TO W 31 ST,7400.0
22,2012,Street Speed Hump,ON S RIDGEWAY AVE FROM W 31 ST (3100 S) TO W 32 ST,3700.0
22,2012,Street Speed Hump,ON S KOLIN AVE FROM W CERMAK RD (2200 S) TO W,5550.0
22,2012,Street Speed Hump,ON S MILLARD AVE FROM W 28 ST (2800 S) TO W 32 ST (3200,11100.0
22,2012,Street Speed Hump,ON S CHRISTIANA AVE FROM W 23 ST (2300 S) TO W 24 ST,3700.0
22,2012,Street Speed Hump,ON S KILDARE AVE FROM W 26 ST (2600 S) TO W 30 ST (3000,11100.0
22,2012,Street Speed Hump,ON S SPRINGFIELD AVE FROM W 30 ST (3000 S) TO W 31 ST,3700.0
22,2012,Street Speed Hump,ON S RIDGEWAY AVE FROM W CERMAK RD (2200 S) TO W,18500.0
22,2012,Street Speed Hump,ON S HOMAN AVE FROM W 23 ST (2300 S) TO W 24 ST (2400,3700.0
22,2012,Street Speed Hump,ON S KEELER AVE FROM W 32 ST (3200 S) TO W 33 ST (3300,3700.0
22,2012,Street Speed Hump,ON S KOLIN AVE FROM W 31 ST (3100 S) TO W 32 ST (3200 S),3700.0
22,2012,Street Speed Hump,ON W 25TH PL FROM S KOLIN AV (4332 W) TO S KOSTNER,3700.0
22,2012,Street Speed Hump,ON S DRAKE AVE FROM W 23 ST (2300 S) TO W 26 ST (2600 S),11100.0
22,2012,Street Speed Hump,ON S SPRINGFIELD AVE FROM W 28 ST (2800 S) TO W 30 ST,3700.0
22,2012,Street Light Arterial,3200 S KOLIN AVE,3500.0
22,2012,Street Light Residential,ON 25 FROM S KEELER AV (4200 W) TO S KOSTNER AV (4400,72000.0
22,2012,Street Light Residential,ON 25 FROM S PULASKI RD (4000 W) TO S KARLOV AV (4038,72000.0
22,2012,Street Light Residential,ON 25 FROM S KEDVALE AV (4120 W) TO S KEELER AV (4200,72000.0
22,2012,Street Light Residential,ON 25 FROM S KARLOV AV (4038 W) TO S KEDVALE AV,72000.0
22,2012,Street Light Upgrade,3839 W 31ST ST,350.0
22,2012,Traffic New Signals,W 24TH ST & S PULASKI RD,350000.0
22,2012,Traffic Signal LED,W 31ST ST & S KEELER AVE,20000.0
22,2012,Miscellaneous Other,Site Acquisition for community garden - 4228 W. Ogden,150000.0
23,2012,Alley Apron,ON S SAYRE AVE FROM 6402 S TO W 64 PL (6432 S),10697.0
